source_kind,source_id,source_name,target_kind,target_id,target_name,relationship_type,method,confidence,evidence
Document,166170,32/2024/QH15,Entity,E0073,Vương Đình Huệ,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Vương Đình Huệ' (id=166170)
Document,166170,32/2024/QH15,Entity,E0059,Tín dụng,THUOC_LINH_VUC,metadata,1.0,enriched_metadata.linh_vuc = 'Tín dụng' (id=166170)
Document,166170,32/2024/QH15,Entity,E0036,Tổ chức tín dụng,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'Tổ chức tín dụng' (id=166170)
Document,166170,32/2024/QH15,Entity,E0017,chi nhánh ngân hàng nước ngoài,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'chi nhánh ngân hàng nước ngoài' (id=166170)
Document,166170,32/2024/QH15,Entity,E0041,văn phòng đại diện nước ngoài,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'văn phòng đại diện nước ngoài' (id=166170)
Document,112025,73/2016/NĐ-CP,Entity,E0002,Chính phủ,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Chính phủ' (id=112025)
Document,112025,73/2016/NĐ-CP,Entity,E0066,Nguyễn Xuân Phúc,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Nguyễn Xuân Phúc' (id=112025)
Document,112025,73/2016/NĐ-CP,Entity,E0044,Bảo hiểm,THUOC_LINH_VUC,gemini,0.75,enriched_metadata.linh_vuc = 'Bảo hiểm' (id=112025)
Document,112025,73/2016/NĐ-CP,Entity,E0021,Doanh nghiệp bảo hiểm,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'Doanh nghiệp bảo hiểm' (id=112025)
Document,112025,73/2016/NĐ-CP,Entity,E0005,chi nhánh nước ngoài,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'chi nhánh nước ngoài' (id=112025)
Document,112025,73/2016/NĐ-CP,Entity,E0024,doanh nghiệp môi giới bảo hiểm,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'doanh nghiệp môi giới bảo hiểm' (id=112025)
Document,38128,37/2014/TT-NHNN,Entity,E0003,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Ngân hàng Nhà nước Việt Nam' (id=38128)
Document,38128,37/2014/TT-NHNN,Entity,E0075,Đào Minh Tú,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Đào Minh Tú' (id=38128)
Document,38128,37/2014/TT-NHNN,Entity,E0054,Phát hành và kho quỹ,THUOC_LINH_VUC,metadata,1.0,enriched_metadata.linh_vuc = 'Phát hành và kho quỹ' (id=38128)
Document,38128,37/2014/TT-NHNN,Entity,E0013,Nhà máy in tiền Quốc gia,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'Nhà máy in tiền Quốc gia' (id=38128)
Document,26750,67/2011/QH12,Entity,E0004,Quốc hội,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Quốc hội' (id=26750)
Document,26750,67/2011/QH12,Entity,E0064,Nguyễn Phú Trọng,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Nguyễn Phú Trọng' (id=26750)
Document,26750,67/2011/QH12,Entity,E0011,kiểm toán viên,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'kiểm toán viên' (id=26750)
Document,26750,67/2011/QH12,Entity,E0028,kiểm toán viên hành nghề,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'kiểm toán viên hành nghề' (id=26750)
Document,26750,67/2011/QH12,Entity,E0023,doanh nghiệp kiểm toán,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'doanh nghiệp kiểm toán' (id=26750)
Document,26750,67/2011/QH12,Entity,E0016,chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam' (id=26750)
Document,26750,67/2011/QH12,Entity,E0043,đơn vị được kiểm toán,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'đơn vị được kiểm toán' (id=26750)
Document,163441,46/2023/NĐ-CP,Entity,E0002,Chính phủ,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Chính phủ' (id=163441)
Document,163441,46/2023/NĐ-CP,Entity,E0063,Lê Minh Khái,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Lê Minh Khái' (id=163441)
Document,163441,46/2023/NĐ-CP,Entity,E0044,Bảo hiểm,THUOC_LINH_VUC,metadata,1.0,enriched_metadata.linh_vuc = 'Bảo hiểm' (id=163441)
Document,163441,46/2023/NĐ-CP,Entity,E0021,Doanh nghiệp bảo hiểm,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'Doanh nghiệp bảo hiểm' (id=163441)
Document,163441,46/2023/NĐ-CP,Entity,E0024,doanh nghiệp môi giới bảo hiểm,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'doanh nghiệp môi giới bảo hiểm' (id=163441)
Document,146468,156/2020/NĐ-CP,Entity,E0002,Chính phủ,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Chính phủ' (id=146468)
Document,146468,156/2020/NĐ-CP,Entity,E0066,Nguyễn Xuân Phúc,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Nguyễn Xuân Phúc' (id=146468)
Document,146468,156/2020/NĐ-CP,Entity,E0045,Chứng khoán,THUOC_LINH_VUC,metadata,1.0,enriched_metadata.linh_vuc = 'Chứng khoán' (id=146468)
Document,168220,27/2024/TT-NHNN,Entity,E0003,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Ngân hàng Nhà nước Việt Nam' (id=168220)
Document,168220,27/2024/TT-NHNN,Entity,E0075,Đào Minh Tú,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Đào Minh Tú' (id=168220)
Document,168220,27/2024/TT-NHNN,Entity,E0012,Ngân hàng hợp tác xã,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'Ngân hàng hợp tác xã' (id=168220)
Document,168220,27/2024/TT-NHNN,Entity,E0032,Quỹ tín dụng nhân dân,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'Quỹ tín dụng nhân dân' (id=168220)
Document,133858,05/2019/NĐ-CP,Entity,E0002,Chính phủ,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Chính phủ' (id=133858)
Document,133858,05/2019/NĐ-CP,Entity,E0066,Nguyễn Xuân Phúc,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Nguyễn Xuân Phúc' (id=133858)
Document,133858,05/2019/NĐ-CP,Entity,E0049,Kiểm toán,THUOC_LINH_VUC,gemini,0.75,enriched_metadata.linh_vuc = 'Kiểm toán' (id=133858)
Document,133858,05/2019/NĐ-CP,Entity,E0019,Cơ quan nhà nước,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'Cơ quan nhà nước' (id=133858)
Document,133858,05/2019/NĐ-CP,Entity,E0042,đơn vị sự nghiệp công lập,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'đơn vị sự nghiệp công lập' (id=133858)
Document,133858,05/2019/NĐ-CP,Entity,E0020,doanh nghiệp,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'doanh nghiệp' (id=133858)
Document,169221,43/2024/TT-NHNN,Entity,E0003,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Ngân hàng Nhà nước Việt Nam' (id=169221)
Document,169221,43/2024/TT-NHNN,Entity,E0069,Phạm Thanh Hà,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Phạm Thanh Hà' (id=169221)
Document,169221,43/2024/TT-NHNN,Entity,E0056,Quản lý ngoại hối,THUOC_LINH_VUC,metadata,1.0,enriched_metadata.linh_vuc = 'Quản lý ngoại hối' (id=169221)
Document,169221,43/2024/TT-NHNN,Entity,E0010,Kho bạc Nhà nước,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'Kho bạc Nhà nước' (id=169221)
Document,95652,135/2015/NĐ-CP,Entity,E0002,Chính phủ,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Chính phủ' (id=95652)
Document,95652,135/2015/NĐ-CP,Entity,E0065,Nguyễn Tấn Dũng,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Nguyễn Tấn Dũng' (id=95652)
Document,95652,135/2015/NĐ-CP,Entity,E0062,Đầu tư,THUOC_LINH_VUC,gemini,0.75,enriched_metadata.linh_vuc = 'Đầu tư' (id=95652)
Document,95652,135/2015/NĐ-CP,Entity,E0014,Tổ chức kinh tế,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'Tổ chức kinh tế' (id=95652)
Document,95652,135/2015/NĐ-CP,Entity,E0006,cá nhân có quốc tịch Việt Nam,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'cá nhân có quốc tịch Việt Nam' (id=95652)
Document,95652,135/2015/NĐ-CP,Entity,E0031,ngân hàng thương mại,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'ngân hàng thương mại' (id=95652)
Document,95652,135/2015/NĐ-CP,Entity,E0022,doanh nghiệp kinh doanh bảo hiểm,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'doanh nghiệp kinh doanh bảo hiểm' (id=95652)
Document,f69936f0-6937-11f1-a48d-29bc6b0fd706,17/VBHN-BTC,Entity,E0001,Bộ Tài chính,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Bộ Tài chính' (id=f69936f0-6937-11f1-a48d-29bc6b0fd706)
Document,f69936f0-6937-11f1-a48d-29bc6b0fd706,17/VBHN-BTC,Entity,E0068,Nguyễn Đức Chi,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Nguyễn Đức Chi' (id=f69936f0-6937-11f1-a48d-29bc6b0fd706)
Document,f69936f0-6937-11f1-a48d-29bc6b0fd706,17/VBHN-BTC,Entity,E0046,Chứng khoán và thị trường chứng khoán,THUOC_LINH_VUC,gemini,0.75,enriched_metadata.linh_vuc = 'Chứng khoán và thị trường chứng khoán' (id=f69936f0-6937-11f1-a48d-29bc6b0fd706)
Document,30402,202/2012/TT-BTC,Entity,E0001,Bộ Tài chính,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Bộ Tài chính' (id=30402)
Document,30402,202/2012/TT-BTC,Entity,E0071,Trần Xuân Hà,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Trần Xuân Hà' (id=30402)
Document,30402,202/2012/TT-BTC,Entity,E0055,Quản lý dịch vụ tài chính và các quỹ tài chính,THUOC_LINH_VUC,metadata,1.0,enriched_metadata.linh_vuc = 'Quản lý dịch vụ tài chính và các quỹ tài chính' (id=30402)
Document,30402,202/2012/TT-BTC,Entity,E0028,Kiểm toán viên hành nghề,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'Kiểm toán viên hành nghề' (id=30402)
Document,30402,202/2012/TT-BTC,Entity,E0023,doanh nghiệp kiểm toán,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'doanh nghiệp kiểm toán' (id=30402)
Document,30402,202/2012/TT-BTC,Entity,E0016,chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam' (id=30402)
Document,173460,57/2024/TT-NHNN,Entity,E0003,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Ngân hàng Nhà nước Việt Nam' (id=173460)
Document,173460,57/2024/TT-NHNN,Entity,E0074,Đoàn Thái Sơn,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Đoàn Thái Sơn' (id=173460)
Document,173460,57/2024/TT-NHNN,Entity,E0038,tổ chức tín dụng phi ngân hàng,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'tổ chức tín dụng phi ngân hàng' (id=173460)
Document,27257,44/2011/TT-NHNN,Entity,E0003,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Ngân hàng Nhà nước Việt Nam' (id=27257)
Document,27257,44/2011/TT-NHNN,Entity,E0070,Trần Minh Tuấn,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Trần Minh Tuấn' (id=27257)
Document,27257,44/2011/TT-NHNN,Entity,E0053,Ngân hàng,THUOC_LINH_VUC,gemini,0.75,enriched_metadata.linh_vuc = 'Ngân hàng' (id=27257)
Document,27257,44/2011/TT-NHNN,Entity,E0036,Tổ chức tín dụng,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'Tổ chức tín dụng' (id=27257)
Document,27257,44/2011/TT-NHNN,Entity,E0017,chi nhánh ngân hàng nước ngoài,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'chi nhánh ngân hàng nước ngoài' (id=27257)
Document,143217,66/2020/TT-BTC,Entity,E0001,Bộ Tài chính,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Bộ Tài chính' (id=143217)
Document,143217,66/2020/TT-BTC,Entity,E0076,Đỗ Hoàng Anh Tuấn,KY_BOI,gemini,0.75,enriched_metadata.nguoi_ky = 'Đỗ Hoàng Anh Tuấn' (id=143217)
Document,143217,66/2020/TT-BTC,Entity,E0060,Kiểm toán nội bộ,THUOC_LINH_VUC,gemini,0.75,enriched_metadata.linh_vuc = 'Kiểm toán nội bộ' (id=143217)
Document,143217,66/2020/TT-BTC,Entity,E0020,Doanh nghiệp,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'Doanh nghiệp' (id=143217)
Document,168859,29/2024/TT-NHNN,Entity,E0003,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Ngân hàng Nhà nước Việt Nam' (id=168859)
Document,168859,29/2024/TT-NHNN,Entity,E0075,Đào Minh Tú,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Đào Minh Tú' (id=168859)
Document,168859,29/2024/TT-NHNN,Entity,E0032,Quỹ tín dụng nhân dân,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'Quỹ tín dụng nhân dân' (id=168859)
Document,168859,29/2024/TT-NHNN,Entity,E0012,Ngân hàng hợp tác xã,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'Ngân hàng hợp tác xã' (id=168859)
Document,150974,08/2021/TT-BTC,Entity,E0001,Bộ Tài chính,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Bộ Tài chính' (id=150974)
Document,150974,08/2021/TT-BTC,Entity,E0072,Tạ Anh Tuấn,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Tạ Anh Tuấn' (id=150974)
Document,150974,08/2021/TT-BTC,Entity,E0049,kiểm toán,THUOC_LINH_VUC,metadata,1.0,enriched_metadata.linh_vuc = 'kiểm toán' (id=150974)
Document,150974,08/2021/TT-BTC,Entity,E0020,Doanh nghiệp,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'Doanh nghiệp' (id=150974)
Document,150974,08/2021/TT-BTC,Entity,E0019,cơ quan nhà nước,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'cơ quan nhà nước' (id=150974)
Document,164719,22/2023/TT-NHNN,Entity,E0003,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Ngân hàng Nhà nước Việt Nam' (id=164719)
Document,164719,22/2023/TT-NHNN,Entity,E0074,Đoàn Thái Sơn,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Đoàn Thái Sơn' (id=164719)
Document,164719,22/2023/TT-NHNN,Entity,E0030,ngân hàng,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'ngân hàng' (id=164719)
