source_kind,source_id,source_name,target_kind,target_id,target_name,relationship_type,method,confidence,evidence
Document,31/2012/TT-NHNN,31/2012/TT-NHNN,Document,168220,27/2024/TT-NHNN,THAY_THE_BOI,rule,0.9,có hiệu lực từ ngày 01 tháng 7 năm 2024. 2. Thông tư này bãi bỏ: a) Thông tư số 31/2012/TT-NHNN ngày 26 tháng 11 năm 2012 của Thống đốc Ngân hàng Nhà nước quy định về ngân hàn
Document,09/2016/TT-NHNN,09/2016/TT-NHNN,Document,168220,27/2024/TT-NHNN,THAY_THE_BOI,rule,0.9,"a Thống đốc Ngân hàng Nhà nước quy định về ngân hàng hợp tác xã; b) Thông tư số 09/2016/TT-NHNN ngày 17 tháng 6 năm 2016 sửa đổi, bổ sung một số điều của Thông tư số 31/2012/T"
Document,03/2014/TT-NHNN,03/2014/TT-NHNN,Document,168220,27/2024/TT-NHNN,THAY_THE_BOI,rule,0.9,a Thống đốc Ngân hàng Nhà nước quy định về ngân hàng hợp tác xã; c) Thông tư số 03/2014/TT-NHNN ngày 23 tháng 01 năm 2014 của Thống đ
Document,169221,43/2024/TT-NHNN,Document,01/2014/TT-NHNN,01/2014/TT-NHNN,THAM_CHIEU,rule,0.9,ều của Thông tư số 01/2014/TT-NHNN ngày 10 tháng 12 năm 2014 của Thống đốc Ngân hàng Nhà nước Việt Nam hướng dẫn v
Document,169221,43/2024/TT-NHNN,Document,50/2014/NĐ-CP,50/2014/NĐ-CP,THAM_CHIEU,rule,0.9,t số điều của Pháp lệnh Ngoại hối ngày 18 tháng 3 năm 2013; Căn cứ Nghị định số 50/2014/NĐ-CP ngày 20 tháng 5 năm 2014 của Chính phủ về quản lý dự trữ ngoại hối nhà nước; Că
Document,169221,43/2024/TT-NHNN,Document,102/2022/NĐ-CP,102/2022/NĐ-CP,THAM_CHIEU,rule,0.9,ăm 2014 của Chính phủ về quản lý dự trữ ngoại hối nhà nước; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy đ
Document,169221,43/2024/TT-NHNN,Document,01/2014/TT-NHNN,01/2014/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.9,"ngày 09 tháng 8 năm 2024 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 01/2014/TT-NHNN ngày 10 tháng 12 năm 2014 của Thống đốc Ngân hàng Nhà nước Việt Nam hướng dẫn v"
Document,169221,43/2024/TT-NHNN,Document,12/2023/TT-NHNN,12/2023/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.9,"1 và khoản 5 Điều 14 (đã được sửa đổi, bổ sung bởi khoản 11 Điều 1 Thông tư số 12/2023/TT-NHNN ngày 12/10/2023 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một"
Document,169221,43/2024/TT-NHNN,Document,12/2023/TT,12/2023/TT,SUA_DOI_BO_SUNG,rule,0.9,dự trữ ngoại hối nhà nước và Sở Giao dịch theo quy định tại Điều 13 Thông tư số 12/2023/TT-
Document,169221,43/2024/TT-NHNN,Document,01/2020/TT-NHNN,01/2020/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.9,"iểm c khoản 2 Điều 30 (đã được sửa đổi, bổ sung bởi khoản 13 Điều 1 Thông tư số 01/2020/TT-NHNN ngày 31/12/2020 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một"
Document,01/2014/TT-NHNN,01/2014/TT-NHNN,Document,169221,43/2024/TT-NHNN,THAY_THE_BOI,rule,0.9,"ng tư này.” Điều 2. Thay thế, bổ sung và bãi bỏ một số quy định của Thông tư số 01/2014/TT-NHNN 1. Thay thế Phụ lục số 01, Phụ lục số 03, Phụ lục số 04, Phụ lục số 06, Phụ lục"
Document,12/2023/TT-NHNN,12/2023/TT-NHNN,Document,169221,43/2024/TT-NHNN,THAY_THE_BOI,rule,0.9,"Phụ lục số 06, Phụ lục số 07 và Phụ lục số 08 (đã được thay thế bởi Thông tư số 12/2023/TT-NHNN) bằng Phụ lục số 01, Phụ lục số 03, Phụ lục số 04, Phụ lục số 06, Phụ lục số 07"
Document,01/2020/TT-NHNN,01/2020/TT-NHNN,Document,169221,43/2024/TT-NHNN,THAY_THE_BOI,rule,0.9,"khoản 4, khoản 5, khoản 9, khoản 16 Điều 1, khoản 3, khoản 4 Điều 2 Thông tư số 01/2020/TT-NHNN. 3. Thông tư này bãi bỏ điểm a khoản 2, điểm b khoản 3, khoản 4, khoản 5, khoản"
Document,f69936f0-6937-11f1-a48d-29bc6b0fd706,17/VBHN-BTC,Document,158/2020/NĐ-CP,158/2020/NĐ-CP,THAM_CHIEU,rule,0.9,a Chính phủ) và Nghị định số 158/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ về chứng khoán phái sinh và thị trường
Document,30402,202/2012/TT-BTC,Document,67/2011/QH12,67/2011/QH12,THAM_CHIEU,rule,0.9,n viên hành nghề kiểm toán ___________________ Căn cứ Luật Kiểm toán độc lập số 67/2011/QH12 ngày 29 tháng 3 năm 2011; Căn cứ Nghị định số 17/2012/NĐ-CP ngày 13/3/2012 của
Document,30402,202/2012/TT-BTC,Document,17/2012/NĐ-CP,17/2012/NĐ-CP,THAM_CHIEU,rule,0.9,Kiểm toán độc lập số 67/2011/QH12 ngày 29 tháng 3 năm 2011; Căn cứ Nghị định số 17/2012/NĐ-CP ngày 13/3/2012 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điề
Document,30402,202/2012/TT-BTC,Document,118/2008/NĐ-CP,118/2008/NĐ-CP,THAM_CHIEU,rule,0.9,"hướng dẫn thi hành một số điều của Luật kiểm toán độc lập; Căn cứ Nghị định số 118/2008/NĐ-CP ngày 27/11/2008 của Chính phủ Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu"
Document,173460,57/2024/TT-NHNN,Document,102/2022/NĐ-CP,102/2022/NĐ-CP,THAM_CHIEU,rule,0.9,"Căn cứ Luật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn"
Document,173460,57/2024/TT-NHNN,Document,162/2024/NĐ-CP,162/2024/NĐ-CP,THAM_CHIEU,rule,0.9,uyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Căn cứ Nghị định số 162/2024/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ quy định điều kiện cấp Giấy phép
Document,27257,44/2011/TT-NHNN,Document,46/2010/QH12,46/2010/QH12,THAM_CHIEU,rule,0.9,"dụng, chi nhánh ngân hàng nước ngoài Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày"
Document,27257,44/2011/TT-NHNN,Document,47/2010/QH12,47/2010/QH12,THAM_CHIEU,rule,0.9,m số 46/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Nghị định số 96/2008/NĐ-CP ngày 26/8/2008 của
Document,27257,44/2011/TT-NHNN,Document,96/2008/NĐ-CP,96/2008/NĐ-CP,THAM_CHIEU,rule,0.9,"tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Nghị định số 96/2008/NĐ-CP ngày 26/8/2008 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu"
Document,143217,66/2020/TT-BTC,Document,88/2015/QH,88/2015/QH,THAM_CHIEU,rule,0.9,Quy chế mẫu về kiểm toán nội bộ áp dụng cho doanh nghiệp Căn cứ Luật kế toán số 88/2015/QH 13 ngày 20 tháng 11 năm 2015; Căn cứ Nghị định số 05/2019/NĐ-CP ngày 22 thảng 0
Document,143217,66/2020/TT-BTC,Document,05/2019/NĐ-CP,05/2019/NĐ-CP,THAM_CHIEU,rule,0.9,cứ Luật kế toán số 88/2015/QH 13 ngày 20 tháng 11 năm 2015; Căn cứ Nghị định số 05/2019/NĐ-CP ngày 22 thảng 01 năm 2019 của Chính phủ về kiếm toán nội bộ; Căn cứ Nghị định s
Document,143217,66/2020/TT-BTC,Document,87/2017/NĐ-CP,87/2017/NĐ-CP,THAM_CHIEU,rule,0.9,"gày 22 thảng 01 năm 2019 của Chính phủ về kiếm toán nội bộ; Căn cứ Nghị định số 87/2017/NĐ-CP ngày 26 tháng 7 năm 2017 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn"
Document,168859,29/2024/TT-NHNN,Document,102/2022/NĐ-CP,102/2022/NĐ-CP,THAM_CHIEU,rule,0.9,"năm 2024; Căn cứ Luật Hợp tác xã ngày 17 tháng 6 năm 2023; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn"
Document,04/2015/TT-NHNN,04/2015/TT-NHNN,Document,168859,29/2024/TT-NHNN,THAY_THE_BOI,rule,0.9,u lực thi hành từ ngày 01 tháng 7 năm 2024. 2. Thông tư này bãi bỏ: a) Thông tư 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nhân
Document,06/2017/TT-NHNN,06/2017/TT-NHNN,Document,168859,29/2024/TT-NHNN,THAY_THE_BOI,rule,0.9,"Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nhân dân; b) Thông tư số 06/2017/TT-NHNN ngày 05/7/2017 của Thống đốc Ngân hàng sửa đổi, bổ sung một số điều của Thông t"
Document,03/2014/TT-NHNN,03/2014/TT-NHNN,Document,168859,29/2024/TT-NHNN,THAY_THE_BOI,rule,0.9,"05/7/2017 của Thống đốc Ngân hàng sửa đổi, bổ sung một số điều của Thông tư số 03/2014/TT-NHNN ngày 23/01/2014 của Thống đốc Ngân hàng Nhà nước quy định về quỹ bảo đảm an toà"
Document,150974,08/2021/TT-BTC,Document,8/2021/TT-BTC,8/2021/TT-BTC,THAM_CHIEU,rule,0.9,"Hạnh phúc Số: 8/2021/TT-BTC Hà Nội, ngày 25 tháng 01 năm 2021 THÔNG TƯ Ban hành chuẩn mực kiểm toán nội bộ"
Document,150974,08/2021/TT-BTC,Document,88/2015/QH13,88/2015/QH13,THAM_CHIEU,rule,0.9,ghề nghiệp kiểm toán nội bộ ‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ Căn cứ Luật kế toán số 88/2015/QH13 ngày 20 tháng 11 năm 2015; Căn cứ Nghị định 05/2019/NĐ-CP ngày 22 tháng 01 năm
Document,150974,08/2021/TT-BTC,Document,05/2019/NĐ-CP,05/2019/NĐ-CP,THAM_CHIEU,rule,0.9,Căn cứ Luật kế toán số 88/2015/QH13 ngày 20 tháng 11 năm 2015; Căn cứ Nghị định 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiểm toán nội bộ; Căn cứ Nghị định s
Document,150974,08/2021/TT-BTC,Document,87/2017/NĐ-CP,87/2017/NĐ-CP,THAM_CHIEU,rule,0.9,"gày 22 tháng 01 năm 2019 của Chính phủ về kiểm toán nội bộ; Căn cứ Nghị định số 87/2017/NĐ-CP ngày 26 tháng 7 năm 2017 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn"
Document,164719,22/2023/TT-NHNN,Document,41/2016/TT-NHNN,41/2016/TT-NHNN,THAM_CHIEU,rule,0.9,"i, bổ sung một số điều của Thông tư số 41/2016/TT-NHNN ngày 30 tháng 12 năm 2016 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định tỷ"
Document,164719,22/2023/TT-NHNN,Document,102/2022/NĐ-CP,102/2022/NĐ-CP,THAM_CHIEU,rule,0.9,"ều của Luật Các tổ chức tín dụng ngày 20 tháng 11 năm 2017; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn"
Document,164719,22/2023/TT-NHNN,Document,41/2016/TT-NHNN,41/2016/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.9,"ngày 29 tháng 12 năm 2023 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 41/2016/TT-NHNN ngày 30 tháng 12 năm 2016 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định tỷ"
Document,173695,56/2024/TT-NHNN,Document,102/2022/NĐ-CP,102/2022/NĐ-CP,THAM_CHIEU,rule,0.9,"Căn cứ Luật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn"
Document,186482,69/2025/TT-NHNN,Document,46/2010/QH12,46/2010/QH12,THAM_CHIEU,rule,0.9,"anh, đơn giản hóa thủ tục hành chính Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luậ"
Document,186482,69/2025/TT-NHNN,Document,32/2024/QH15,32/2024/QH15,THAM_CHIEU,rule,0.9,"gân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Nghị định số 26/2025/NĐ-"
Document,186482,69/2025/TT-NHNN,Document,96/2025/QH15,96/2025/QH15,THAM_CHIEU,rule,0.9,"cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ,"
Document,186482,69/2025/TT-NHNN,Document,26/2025/NĐ-CP,26/2025/NĐ-CP,THAM_CHIEU,rule,0.9,"2/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngâ"
Document,186482,69/2025/TT-NHNN,Document,46/2010/QH12,46/2010/QH12,SUA_DOI_BO_SUNG,rule,0.9,"anh, đơn giản hóa thủ tục hành chính Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luậ"
Document,186482,69/2025/TT-NHNN,Document,32/2024/QH15,32/2024/QH15,SUA_DOI_BO_SUNG,rule,0.9,"gân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Nghị định số 26/2025/NĐ-"
Document,186482,69/2025/TT-NHNN,Document,96/2025/QH15,96/2025/QH15,SUA_DOI_BO_SUNG,rule,0.9,"cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP c"
Document,186482,69/2025/TT-NHNN,Document,26/2025/NĐ-CP,26/2025/NĐ-CP,SUA_DOI_BO_SUNG,rule,0.9,"2/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP c"
Document,186482,69/2025/TT-NHNN,Document,19/2013/TT,19/2013/TT,SUA_DOI_BO_SUNG,rule,0.9,"MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 19/2013/TT- NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM QUY ĐỊNH VỀ VIỆC MUA, BÁN VÀ XỬ"
Document,186482,69/2025/TT-NHNN,Document,43/2015/TT,43/2015/TT,SUA_DOI_BO_SUNG,rule,0.9,"Điều 37 Thông tư này.”. Chương II SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 43/2015/TT- NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM QUY ĐỊNH VỀ TỔ CHỨC VÀ HOẠT ĐỘN"
Document,186482,69/2025/TT-NHNN,Document,53/2018/TT,53/2018/TT,SUA_DOI_BO_SUNG,rule,0.9,ỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 53/2018/TT- NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM QUY ĐỊNH VỀ MẠNG LƯỚI HOẠT ĐỘNG
Document,112924,105/2016/TT-BTC,Document,28/2005/PL-UBTVQH,28/2005/PL-UBTVQH,THAM_CHIEU,rule,0.9,ật Kinh doanh bảo hiểm ngày 24 tháng 11 năm 2010; Căn cứ Pháp lệnh Ngoại hối số 28/2005/PL-UBTVQH ngày 13 thá
Document,112924,105/2016/TT-BTC,Document,06/2013/PL,06/2013/PL,THAM_CHIEU,rule,0.9,h Ngoại hối số 28/2005/PL-UBTVQH ngày 13 tháng 12 năm 2005; Căn cứ Pháp lệnh số 06/2013/PL
Document,112924,105/2016/TT-BTC,Document,06/2013/PL-UBTVQH13,06/2013/PL-UBTVQH13,THAM_CHIEU,rule,0.9,"h Ngoại hối số 28/2005/PL-UBTVQH ngày 13 tháng 12 năm 2005; Căn cứ Pháp lệnh số 06/2013/PL-UBTVQH13 ngày 18 tháng 03 năm 2013 sửa đổi, bổ su"
Document,112924,105/2016/TT-BTC,Document,215/2013/NĐ-CP,215/2013/NĐ-CP,THAM_CHIEU,rule,0.9,"2013 sửa đổi, bổ sung một số điều của Pháp lệnh Ngoại hối; Căn cứ Nghị định số 215/2013/NĐ-CP ngày 23 tháng"
Document,112924,105/2016/TT-BTC,Document,135/2015/NĐ-CP,135/2015/NĐ-CP,THAM_CHIEU,rule,0.9,"ng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Tài chính; Căn cứ Nghị định số 135/2015/NĐ-CP ngày 31 tháng 12 nă"
Document,174218,62/2024/TT-NHNN,Document,102/2022/NĐ-CP,102/2022/NĐ-CP,THAM_CHIEU,rule,0.9,"năm 2020; Căn cứ Luật Cạnh tranh ngày 12 tháng 6 năm 2018; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn"
Document,186888,62/2025/TT-NHNN,Document,46/2010/QH12,46/2010/QH12,THAM_CHIEU,rule,0.9,"hợp tác xã, tổ chức tài chính vi mô Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luậ"
Document,186888,62/2025/TT-NHNN,Document,32/2024/QH15,32/2024/QH15,THAM_CHIEU,rule,0.9,"gân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Nghị định số 26/2025/NĐ-"
Document,186888,62/2025/TT-NHNN,Document,96/2025/QH15,96/2025/QH15,THAM_CHIEU,rule,0.9,"cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ,"
Document,186888,62/2025/TT-NHNN,Document,26/2025/NĐ-CP,26/2025/NĐ-CP,THAM_CHIEU,rule,0.9,"2/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngâ"
Document,44/2011/TT-NHNN,44/2011/TT-NHNN,Document,186888,62/2025/TT-NHNN,THAY_THE_BOI,rule,0.9,ày có hiệu lực từ ngày 01 tháng 01 năm 2027. 2. Thông tư này bãi bỏ Thông tư số 44/2011/TT-NHNN ngày 29 tháng 12 năm 2011 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về
Document,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,Document,102/2022/NĐ-CP,102/2022/NĐ-CP,THAM_CHIEU,rule,0.9,"Căn cứ Luật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn"
Document,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,Document,162/2024/NĐ-CP,162/2024/NĐ-CP,THAM_CHIEU,rule,0.9,HIỂM XÃ HỘI Kính gửi: Thống đốc Ngân hàng Nhà nước Việt Nam Căn cứ Nghị định số 162/2024/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ quy định điều kiện cấp Giấy phép đối vớ
Document,185630,63/2025/TT-NHNN,Document,46/2010/QH12,46/2010/QH12,THAM_CHIEU,rule,0.9,"số Thông tư về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luậ"
Document,185630,63/2025/TT-NHNN,Document,32/2024/QH15,32/2024/QH15,THAM_CHIEU,rule,0.9,"gân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Luật Hợp tác xã số 17/20"
Document,185630,63/2025/TT-NHNN,Document,96/2025/QH15,96/2025/QH15,THAM_CHIEU,rule,0.9,"cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Luật Hợp tác xã số 17/2023/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP của"
Document,185630,63/2025/TT-NHNN,Document,17/2023/QH15,17/2023/QH15,THAM_CHIEU,rule,0.9,"/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Luật Hợp tác xã số 17/2023/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ,"
Document,185630,63/2025/TT-NHNN,Document,26/2025/NĐ-CP,26/2025/NĐ-CP,THAM_CHIEU,rule,0.9,"ật số 96/2025/QH15; Căn cứ Luật Hợp tác xã số 17/2023/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngâ"
Document,185630,63/2025/TT-NHNN,Document,46/2010/QH12,46/2010/QH12,SUA_DOI_BO_SUNG,rule,0.9,"số Thông tư về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luậ"
Document,185630,63/2025/TT-NHNN,Document,32/2024/QH15,32/2024/QH15,SUA_DOI_BO_SUNG,rule,0.9,"gân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Luật Hợp tác xã số 17/20"
